9750450;utility;G06T;Supervised Learning
9767419;utility;G06Q;Active Learning
9792562;utility;G06N;Semi-Supervised Learning
9799120;utility;G06K;Supervised Learning
9842301;utility;G06N;Supervised Learning
9858327;utility;G06N;Unsupervised Learning
9942085;utility;G06N;Unsupervised Learning
9946933;utility;G06K;Unsupervised Learning
9947314;utility;G06N;Supervised Learning
9947314;utility;G10L;Unsupervised Learning
